datetime,Open,High,Low,Close,Volume
2024-08-12 07:00:00,13.76,13.8,13.76,13.8,
2024-08-12 07:05:00,13.8,13.939999,13.8,13.939999,2204.0
2024-08-12 07:10:00,13.979999,13.979999,13.859999,13.859999,573.0
2024-08-12 07:15:00,13.84,13.84,13.8,13.8,2253.0
2024-08-12 07:20:00,,,,,
2024-08-12 07:25:00,,,,,
2024-08-12 07:30:00,13.68,13.68,13.68,13.68,1138.0
2024-08-12 07:35:00,,,,,
2024-08-12 07:40:00,,,,,
2024-08-12 07:45:00,13.64,13.64,13.64,13.64,177.0
2024-08-12 07:50:00,13.68,13.68,13.68,13.68,404.0
2024-08-12 07:55:00,,,,,
2024-08-12 08:00:00,,,,,
2024-08-12 08:05:00,,,,,
2024-08-12 08:10:00,,,,,
2024-08-12 08:15:00,,,,,
2024-08-12 08:20:00,13.739999,13.739999,13.739999,13.739999,517.0
2024-08-12 08:25:00,13.68,13.68,13.68,13.68,129.0
2024-08-12 08:30:00,,,,,
2024-08-12 08:35:00,13.64,13.64,13.64,13.64,48.0
2024-08-12 08:40:00,13.68,13.68,13.68,13.68,360.0
2024-08-12 08:45:00,,,,,
2024-08-12 08:50:00,13.68,13.68,13.68,13.68,210.0
2024-08-12 08:55:00,13.68,13.68,13.68,13.68,200.0
2024-08-12 09:00:00,13.68,13.68,13.68,13.68,120.0
2024-08-12 09:05:00,13.68,13.68,13.68,13.68,197.0
2024-08-12 09:10:00,,,,,
2024-08-12 09:15:00,,,,,
2024-08-12 09:20:00,13.68,13.68,13.68,13.68,80.0
2024-08-12 09:25:00,,,,,
2024-08-12 09:30:00,13.76,13.76,13.76,13.76,130.0
2024-08-12 09:35:00,13.699999,13.699999,13.699999,13.699999,60.0
2024-08-12 09:40:00,,,,,
2024-08-12 09:45:00,,,,,
2024-08-12 09:50:00,,,,,
2024-08-12 09:55:00,,,,,
2024-08-12 10:00:00,,,,,
2024-08-12 10:05:00,,,,,
2024-08-12 10:10:00,,,,,
2024-08-12 10:15:00,,,,,
2024-08-12 10:20:00,,,,,
2024-08-12 10:25:00,,,,,
2024-08-12 10:30:00,,,,,
2024-08-12 10:35:00,,,,,
2024-08-12 10:40:00,,,,,
2024-08-12 10:45:00,,,,,
2024-08-12 10:50:00,,,,,
2024-08-12 10:55:00,13.76,13.76,13.76,13.76,534.0
