datetime,Open,High,Low,Close,Volume
2025-10-17 07:20:00,166.399993,166.399993,165.0,165.0,37
2025-10-17 07:25:00,164.800003,164.800003,164.800003,164.800003,25
2025-10-17 07:30:00,164.800003,164.800003,164.800003,164.800003,25
2025-10-17 08:05:00,164.199996,164.199996,164.199996,164.199996,200
2025-10-17 08:25:00,163.800003,163.800003,163.800003,163.800003,2
2025-10-17 08:30:00,164.399993,164.600006,164.399993,164.600006,113
2025-10-17 08:35:00,164.399993,164.399993,164.399993,164.399993,16
2025-10-17 08:40:00,163.600006,163.600006,163.600006,163.600006,4
2025-10-17 08:45:00,163.600006,163.600006,163.600006,163.600006,5
2025-10-17 08:50:00,163.600006,163.600006,163.600006,163.600006,11
2025-10-17 08:55:00,163.0,163.0,163.0,163.0,10
2025-10-17 09:20:00,162.399993,162.600006,162.0,162.399993,104
2025-10-17 09:30:00,163.0,163.0,163.0,163.0,8
2025-10-17 09:45:00,162.399993,162.800003,162.399993,162.800003,8
2025-10-17 09:55:00,163.0,163.0,162.600006,162.600006,210
2025-10-17 10:10:00,163.199996,163.199996,163.199996,163.199996,1
2025-10-17 10:25:00,162.399993,162.600006,162.399993,162.600006,20
2025-10-17 10:30:00,162.800003,163.199996,162.800003,163.199996,45
2025-10-17 10:45:00,164.0,164.0,164.0,164.0,1
2025-10-17 11:10:00,164.600006,164.600006,164.399993,164.399993,267
2025-10-17 11:15:00,164.399993,164.399993,164.399993,164.399993,290
2025-10-17 11:40:00,165.399993,165.399993,165.199996,165.199996,25
2025-10-17 11:55:00,165.800003,165.800003,165.800003,165.800003,23
2025-10-17 12:25:00,167.0,167.0,167.0,167.0,1
2025-10-17 12:50:00,166.0,166.0,166.0,166.0,13
2025-10-17 13:30:00,165.800003,165.800003,165.800003,165.800003,50
2025-10-17 13:50:00,166.199996,166.199996,166.199996,166.199996,9
2025-10-17 14:05:00,166.199996,166.199996,166.199996,166.199996,23
2025-10-17 14:30:00,165.800003,165.800003,165.800003,165.800003,6
2025-10-17 14:55:00,165.199996,165.199996,164.800003,164.800003,92
2025-10-17 15:05:00,164.800003,164.800003,164.800003,164.800003,15
2025-10-20 07:05:00,164.800003,165.399993,164.399993,165.399993,56
2025-10-20 07:15:00,166.199996,166.800003,166.199996,166.800003,49
2025-10-20 07:45:00,167.0,167.0,167.0,167.0,14
2025-10-20 12:15:00,166.199996,167.199996,166.199996,167.199996,186
2025-10-20 12:20:00,167.800003,168.0,167.800003,168.0,13
2025-10-20 12:50:00,167.399993,167.399993,167.399993,167.399993,1
2025-10-20 12:55:00,167.399993,167.399993,167.399993,167.399993,1
2025-10-20 13:00:00,167.399993,167.399993,167.199996,167.199996,100
2025-10-20 13:50:00,167.399993,168.0,167.399993,167.399993,114
2025-10-20 14:20:00,168.0,168.0,167.800003,168.0,35
2025-10-20 14:30:00,167.399993,167.600006,167.399993,167.600006,55
2025-10-20 14:50:00,167.399993,167.399993,167.399993,167.399993,32
2025-10-20 15:10:00,168.0,168.0,168.0,168.0,5
2025-10-20 15:20:00,168.0,168.0,168.0,168.0,12
2025-10-20 15:25:00,168.199996,168.399993,167.399993,167.399993,19
2025-10-21 07:10:00,180.0,180.0,180.0,180.0,33
2025-10-21 07:15:00,179.800003,179.800003,179.800003,179.800003,50
2025-10-21 07:20:00,180.399993,185.0,180.399993,185.0,584
2025-10-21 07:25:00,186.0,186.0,184.199996,185.0,201
2025-10-21 07:30:00,184.399993,184.399993,183.800003,183.800003,37
2025-10-21 07:35:00,183.600006,184.199996,183.600006,184.199996,31
2025-10-21 07:40:00,184.800003,184.800003,184.199996,184.199996,88
2025-10-21 07:45:00,184.399993,186.0,184.399993,186.0,228
2025-10-21 07:55:00,184.800003,184.800003,184.600006,184.600006,6
2025-10-21 08:00:00,184.600006,184.600006,184.0,184.0,144
2025-10-21 08:05:00,184.600006,184.600006,184.600006,184.600006,3
2025-10-21 08:10:00,184.199996,184.199996,184.0,184.0,200
2025-10-21 08:20:00,183.800003,183.800003,183.0,183.600006,41
